title,rating,price,stock,category
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,12.36,4,Music
Mockingjay (The Hunger Games #3),4,20.44,4,Default
Night Shift (Night Shift #1-20),4,12.75,4,Horror
Needful Things,4,47.51,4,Horror
A Feast for Crows (A Song of Ice and Fire #4),4,17.21,5,Fantasy
Misery,2,34.79,4,Horror
Little Women (Little Women #1),4,28.07,4,Classics
It,3,25.01,4,Horror
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,24.17,4,Young Adult
Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,13.9,4,Default
Harry Potter and the Half-Blood Prince (Harry Potter #6),5,48.75,4,Fantasy
Harry Potter and the Order of the Phoenix (Harry Potter #5),4,31.63,4,Fantasy
Gone with the Wind,3,32.49,4,Classics
God Is Not Great: How Religion Poisons Everything,1,27.8,4,Nonfiction
Girl With a Pearl Earring,1,26.77,4,Historical Fiction
"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,50.44,4,Sequential Art
Harry Potter and the Chamber of Secrets (Harry Potter #2),1,14.74,4,Fantasy
Changing the Game (Play by Play #2),3,13.38,4,Romance
Far From True (Promise Falls Trilogy #2),2,34.93,4,Thriller
Confessions of a Shopaholic (Shopaholic #1),2,48.94,4,Default
Dark Lover (Black Dagger Brotherhood #1),1,12.87,4,Romance
Candide,3,58.63,4,Classics
Can You Keep a Secret?,1,21.94,4,Womens Fiction
Atlas Shrugged,5,26.58,4,Fiction
A Walk to Remember,1,56.43,4,Romance
Animal Farm,3,57.22,4,Classics
A New Earth: Awakening to Your Life's Purpose,5,55.65,4,Spirituality
Zero History (Blue Ant #3),1,34.77,3,Default
'Salem's Lot,4,49.56,4,Horror
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,27.62,4,Religion
Wuthering Heights,3,17.73,3,Classics
World War Z: An Oral History of the Zombie War,1,21.8,3,Default
Wild: From Lost to Found on the Pacific Crest Trail,3,46.02,3,Default
"Where'd You Go, Bernadette",1,18.13,3,Default
When You Are Engulfed in Flames,5,30.89,3,Humor
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,31.95,3,Nonfiction
We Are All Completely Beside Ourselves,1,24.04,3,Contemporary
Walk the Edge (Thunder Road #2),3,32.36,3,Young Adult
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,50.66,3,Nonfiction
Voyager (Outlander #3),5,21.07,3,Historical Fiction
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66,3,Food and Drink
"Unstuffed: Decluttering Your Home, Mind, and Soul",1,58.09,3,Nonfiction
Under the Banner of Heaven: A Story of Violent Faith,1,30.0,3,Nonfiction
Twilight (Twilight #1),2,41.93,3,Default
Two Boys Kissing,2,32.74,3,Young Adult
Twenties Girl,2,42.8,3,Womens Fiction
Three-Martini Lunch,3,23.21,3,Fiction
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,53.51,3,Nonfiction
"Thinking, Fast and Slow",1,21.14,3,Psychology
The Wild Robot,3,56.07,3,Childrens
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,14.41,3,Sequential Art
The Undomestic Goddess,4,45.75,3,Womens Fiction
The Travelers,1,15.77,3,Thriller
The Tipping Point: How Little Things Can Make a Big Difference,2,10.02,3,Add a comment
The Smitten Kitchen Cookbook,1,23.59,3,Food and Drink
The Silkworm (Cormoran Strike #2),5,23.05,3,Mystery
The Rose & the Dagger (The Wrath and the Dawn #2),4,58.64,3,Fantasy
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),1,23.21,3,Travel
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,42.57,3,Biography
The Thing About Jellyfish,1,48.77,3,Childrens
The Stand,2,57.86,3,Horror
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,10.92,3,Science Fiction
The Rest Is Noise: Listening to the Twentieth Century,1,34.77,3,Add a comment
The Red Tent,5,35.66,3,Historical Fiction
The Purpose Driven Life: What on Earth Am I Here for?,3,37.19,3,Add a comment
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,55.55,3,Sequential Art
The Purest Hook (Second Circle Tattoos #3),1,12.25,3,Romance
The Picture of Dorian Gray,2,29.7,3,Classics
The Paris Wife,3,36.8,3,Default
The Obsession,1,45.43,3,Romance
The Nightingale,4,26.26,3,Fiction
The New Guy (and Other Senior Year Distractions),3,44.92,3,Young Adult
The Nanny Diaries (Nanny #1),5,52.53,3,Womens Fiction
The Name of God is Mercy,2,37.25,3,Nonfiction
The Maze Runner (The Maze Runner #1),1,20.93,3,Default
The Lover's Dictionary,2,58.09,3,Default
The Lonely Ones,5,43.59,3,Childrens
The Infinities,1,27.41,3,Fiction
The Husband's Secret,5,52.51,3,Fiction
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,47.8,3,Add a comment
The Guns of August,2,14.54,3,History
The Guernsey Literary and Potato Peel Pie Society,1,49.53,3,Historical Fiction
The Last Painting of Sara de Vos,2,55.55,3,Historical Fiction
"The Land of 10,000 Madonnas",4,29.64,3,Young Adult
The Giver (The Giver Quartet #1),1,12.3,3,Default
The Girl with All the Gifts,3,49.47,3,Horror
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,57.48,3,Add a comment
The Girl Who Played with Fire (Millennium Trilogy #2),2,22.14,3,Default
The Exiled,3,43.45,3,Mystery
"The End of Faith: Religion, Terror, and the Future of Reason",4,22.13,3,Add a comment
The Goldfinch,3,43.58,3,Default
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,33.92,3,Business
The Devil Wears Prada (The Devil Wears Prada #1),1,44.29,3,Womens Fiction
The Demon-Haunted World: Science as a Candle in the Dark,4,52.25,3,Default
The Day the Crayons Came Home (Crayons),5,26.33,3,Childrens
The Da Vinci Code (Robert Langdon #2),2,22.96,3,Fiction
The Cuckoo's Calling (Cormoran Strike #1),1,19.21,3,Mystery
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,57.35,3,Science
The Complete Poems,5,41.32,3,Add a comment
The Catcher in the Rye,1,24.55,3,Add a comment
The Case for Christ (Cases for Christianity),1,47.84,3,Add a comment
The Book Thief,2,53.49,3,Default
The Book of Basketball: The NBA According to The Sports Guy,5,44.84,3,Sports and Games
The Blind Side: Evolution of a Game,5,53.71,3,Add a comment
The Autobiography of Malcolm X,2,23.43,3,Default
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,34.32,3,Food and Drink
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,13.03,3,Science
The Art of Fielding,1,22.1,3,Fiction
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,25.83,3,Science
Stiff: The Curious Lives of Human Cadavers,3,36.74,3,Nonfiction
Something Borrowed (Darcy & Rachel #1),5,48.96,3,Womens Fiction
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,26.78,3,Classics
Shopaholic & Baby (Shopaholic #5),2,46.45,3,Default
Soldier (Talon #3),2,24.72,3,Fantasy
Seven Days in the Art World,2,52.33,3,Add a comment
Seven Brief Lessons on Physics,4,30.6,3,Science
Scarlet (The Lunar Chronicles #2),4,14.57,3,Young Adult
Something Blue (Darcy & Rachel #2),1,54.62,3,Womens Fiction
Sarah's Key,1,46.29,3,Add a comment
"Saga, Volume 3 (Saga (Collected Editions) #3)",5,21.57,3,Sequential Art
Running with Scissors,4,12.91,3,Autobiography
The Cat in the Hat (Beginner Books B-1),2,16.26,3,Childrens
Rogue Lawyer (Rogue Lawyer #1),3,50.11,3,Add a comment
Reservations for Two,3,11.1,3,Romance
Red: The True Story of Red Riding Hood,3,28.54,3,Childrens
Ready Player One,4,19.07,3,Science Fiction
Spilled Milk: Based on a True Story,1,49.51,3,Nonfiction
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,43.63,3,Sequential Art
Rework,2,44.88,3,Business
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,41.67,3,Nonfiction
Persepolis: The Story of a Childhood (Persepolis #1-2),1,39.13,3,Sequential Art
Quiet: The Power of Introverts in a World That Can't Stop Talking,1,43.55,3,Default
Outliers: The Story of Success,1,14.16,3,Nonfiction
Orange Is the New Black,2,24.61,3,Default
Night (The Night Trilogy #1),1,13.51,3,Nonfiction
Packing for Mars: The Curious Science of Life in the Void,2,56.68,3,Default
Neither Here nor There: Travels in Europe,3,38.95,3,Travel
Naked,3,31.69,3,Humor
Morning Star (Red Rising #3),1,29.4,3,Default
One for the Money (Stephanie Plum #1),2,32.87,3,Default
Notes from a Small Island (Notes From a Small Island #1),1,40.17,3,Nonfiction
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,57.83,3,Nonfiction
Midnight Riot (Peter Grant/ Rivers of London - books #1),2,55.46,3,Fantasy
Me Talk Pretty One Day,2,57.6,3,Autobiography
Manuscript Found in Accra,2,34.98,3,Add a comment
Lust & Wonder,2,11.87,3,Autobiography
Life Without a Recipe,5,59.04,3,Autobiography
Letter to a Christian Nation,1,22.2,3,Nonfiction
Let's Pretend This Never Happened: A Mostly True Memoir,1,45.11,3,Nonfiction
Life After Life,2,26.13,3,Default
Original Fake,3,31.45,3,Sequential Art
Legend (Legend #1),4,43.69,3,Young Adult
Lila (Gilead #3),3,12.47,3,Fiction
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,33.26,3,Science Fiction
"Lean In: Women, Work, and the Will to Lead",1,25.02,3,Default
Lady Renegades (Rebel Belle #3),5,53.04,3,Young Adult
Jurassic Park (Jurassic Park #1),1,44.97,3,Fiction
Is Everyone Hanging Out Without Me? (And Other Concerns),3,20.11,3,Default
Into the Wild,5,56.7,3,Nonfiction
Inferno (Robert Langdon #4),5,41.0,3,Fiction
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,28.85,3,Nonfiction
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,55.5,3,Humor
If I Run (If I Run #1),4,49.97,3,Christian Fiction
I've Got Your Number,1,19.69,3,Womens Fiction
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,28.88,3,Nonfiction
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,42.38,3,Nonfiction
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,33.14,3,Food and Drink
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,43.7,3,History
Horrible Bear!,2,37.52,3,Childrens
House of Leaves,1,54.89,3,Horror
Holidays on Ice,2,51.07,3,Humor
Heir to the Sky,4,44.07,3,Fantasy
Green Eggs and Ham (Beginner Books B-16),4,10.79,3,Childrens
Gratitude,5,26.66,3,Nonfiction
Gone Girl,5,37.6,3,Default
Girl in the Blue Coat,2,46.83,3,Historical Fiction
Golden (Heart of Dread #3),4,42.21,3,Young Adult
"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,45.17,3,Sequential Art
"Friday Night Lights: A Town, a Team, and a Dream",3,51.22,3,Sports and Games
Fire Bound (Sea Haven/Sisters of the Heart #5),4,21.28,3,Add a comment
"Grayson, Vol 3: Nemesis (Grayson #3)",1,42.72,3,Sequential Art
Fifty Shades Freed (Fifty Shades #3),5,15.36,3,Adult Fiction
Fellside,1,38.62,3,Default
Extreme Prey (Lucas Davenport #26),3,25.4,3,Mystery
Eragon (The Inheritance Cycle #1),3,43.87,3,Fantasy
Eclipse (Twilight #3),1,18.74,3,Default
Dune (Dune #1),1,54.86,3,Science Fiction
Dracula,3,52.62,3,Default
Do Androids Dream of Electric Sheep? (Blade Runner #1),1,51.48,3,Science Fiction
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,17.81,3,Default
Darkfever (Fever #1),1,56.02,3,Fantasy
Dark Places,5,23.9,3,Default
Counting Thyme,1,10.62,3,Childrens
Crazy Rich Asians (Crazy Rich Asians #1),5,49.13,3,Fiction
Disrupted: My Misadventure in the Start-Up Bubble,5,15.28,3,Nonfiction
Cinder (The Lunar Chronicles #1),1,26.09,3,Young Adult
Civilization and Its Discontents,2,59.95,3,Psychology
Career of Evil (Cormoran Strike #3),2,24.72,3,Mystery
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,37.35,3,Parenting
Breaking Dawn (Twilight #4),5,35.28,3,Default
Dead Wake: The Last Crossing of the Lusitania,5,39.24,3,Default
Brave Enough,5,51.32,3,Nonfiction
Cosmos,2,36.17,3,Add a comment
Boy Meets Boy,3,21.12,3,Young Adult
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,27.35,3,Nonfiction
Blink: The Power of Thinking Without Thinking,5,21.74,3,Nonfiction
Black Flags: The Rise of ISIS,1,40.87,3,Nonfiction
"Black Butler, Vol. 1 (Black Butler #1)",1,49.31,3,Sequential Art
Between Shades of Gray,5,20.79,3,Historical Fiction
Beowulf,2,38.35,3,Classics
Beautiful Creatures (Caster Chronicles #1),5,21.55,3,Default
Awkward,2,38.02,3,Sequential Art
Ash,4,22.06,3,Fantasy
Are We There Yet?,3,10.66,3,Childrens
Big Little Lies,1,22.11,3,Fiction
Best of My Love (Fool's Gold #20),2,27.41,3,Romance
Are We Smart Enough to Know How Smart Animals Are?,1,56.58,3,Nonfiction
Annie on My Mind,5,36.83,3,Young Adult
And Then There Were None,2,35.01,3,Classics
A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,30.48,3,Nonfiction
A Storm of Swords (A Song of Ice and Fire #3),2,31.22,3,Fantasy
A Heartbreaking Work of Staggering Genius,5,54.29,3,Autobiography
#GIRLBOSS,1,50.96,3,Add a comment
"The Suffragettes (Little Black Classics, #96)",2,11.89,2,Nonfiction
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,54.81,2,Sequential Art
The Sense of an Ending,3,31.38,2,Add a comment
The Course of Love,3,16.78,2,Fiction
Sugar Rush (Offensive Line #2),1,24.42,2,Sports and Games
A Visit from the Goon Squad,5,14.08,3,Default
8 Keys to Mental Health Through Exercise,1,31.04,3,Psychology
"Saga, Volume 2 (Saga (Collected Editions) #2)",3,11.75,2,Sequential Art
New Moon (Twilight #2),4,12.86,2,Young Adult
Life,5,31.58,2,Music
Kindle Paperwhite User's Guide,3,34.0,2,Nonfiction
H is for Hawk,5,57.42,2,Nonfiction
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,52.88,2,Childrens
Girl Online On Tour (Girl Online #2),1,53.47,2,Young Adult
"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,11.64,2,Sequential Art
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,18.51,1,Sequential Art
While You Were Mine,5,41.32,1,Historical Fiction
Where Lightning Strikes (Bleeding Stars #3),3,39.77,1,Romance
When I'm Gone,3,51.96,1,Fiction
Ways of Seeing,5,39.51,1,Art
Vampire Girl (Vampire Girl #1),2,53.82,1,Fantasy
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,15.4,1,Paranormal
Twenty Love Poems and a Song of Despair,4,30.95,1,Poetry
Travels with Charley: In Search of America,5,57.82,1,Nonfiction
"Run, Spot, Run: The Ethics of Keeping Pets",1,20.02,2,Philosophy
Three Wishes (River of Time: California #1),2,44.18,1,Science Fiction
This One Moment (Pushing Limits #1),1,48.71,1,Romance
The Zombie Room,5,19.69,1,Default
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,36.52,1,Sequential Art
The Tumor,5,41.56,1,Nonfiction
The Story of Hong Gildong,4,43.19,1,Classics
The Silent Wife,5,12.34,1,Fiction
The Selfish Gene,1,29.45,1,Science
The Secret Healer,3,34.56,1,Historical Fiction
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,54.12,1,Sequential Art
The Republic,3,33.78,1,Add a comment
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,57.7,1,Mystery
The Nicomachean Ethics,1,36.34,1,Philosophy
The Name of the Wind (The Kingkiller Chronicle #1),3,50.59,1,Default
The Mirror & the Maze (The Wrath and the Dawn #1.5),1,29.38,1,Fantasy
The Little Prince,2,45.42,1,Classics
The Light of the Fireflies,1,54.43,1,Add a comment
The Last Girl (The Dominion Trilogy #1),2,36.26,1,Science Fiction
The Iliad,1,16.16,1,Add a comment
The Silent Twin (Detective Jennifer Knight #3),3,36.25,1,Fantasy
The Hook Up (Game On #1),5,36.29,1,New Adult
The Haters,5,27.89,1,Young Adult
The Girl You Lost,5,12.29,1,Mystery
The Girl In The Ice (DCI Erika Foster #1),3,15.85,1,Mystery
The End of the Jesus Era (An Investigation #1),1,14.4,1,Nonfiction
The Edge of Reason (Bridget Jones #2),4,19.18,1,Womens Fiction
The Complete Maus (Maus #1-2),3,10.64,1,Sequential Art
The Communist Manifesto,3,14.76,1,Add a comment
The Bhagavad Gita,3,57.49,1,Religion
The Odyssey,3,29.64,1,Add a comment
The Art of Not Breathing,4,40.83,1,Young Adult
Taking Shots (Assassins #1),2,18.88,1,Default
Starlark,3,25.83,1,Historical Fiction
"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,42.12,1,Sequential Art
Sister Sable (The Mad Queen #1),3,13.33,1,Fantasy
Shatter Me (Shatter Me #1),1,42.4,1,Default
Shameless,3,58.35,1,New Adult
Settling the Score (The Summer Games #1),2,44.91,1,Sports and Games
The Bette Davis Club,3,30.66,1,Fiction
Sense and Sensibility,1,37.46,1,Classics
"Rhythm, Chord & Malykhin",2,28.34,1,Romance
Paradise Lost (Paradise #1),1,24.96,1,Default
"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,21.71,1,Sequential Art
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,29.87,1,Sequential Art
Origins (Alphas 0.5),1,28.99,1,Fantasy
One Second (Seven #7),2,52.94,1,Fantasy
On the Road (Duluoz Legend),3,32.36,1,Default
Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66,1,Music
Off Sides (Off #1),5,39.45,1,New Adult
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,46.96,1,Sequential Art
Of Mice and Men,2,47.11,1,Classics
Myriad (Prentor #1),4,58.75,1,Fantasy
Shadow Rites (Jane Yellowrock #10),4,21.72,1,Fantasy
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,39.39,1,Sequential Art
My Perfect Mistake (Over the Top #1),2,38.92,1,Romance
Meditations,2,25.89,1,Philosophy
"Saga, Volume 1 (Saga (Collected Editions) #1)",1,28.48,1,Sequential Art
Lost Among the Living,4,27.7,1,Historical Fiction
Lord of the Flies,3,24.89,1,Add a comment
Listen to Me (Fusion #1),3,58.99,1,Romance
Kitchens of the Great Midwest,5,57.2,1,Fiction
Imperfect Harmony,4,34.74,1,Romance
Icing (Aces Hockey #2),4,40.44,1,Sports and Games
Matilda,1,28.34,1,Childrens
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,45.24,1,Sequential Art
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,34.96,1,Science Fiction
"Giant Days, Vol. 1 (Giant Days #1-4)",4,56.76,1,Sequential Art
"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,40.28,1,Sequential Art
Forever Rockers (The Rocker #12),3,28.8,1,Music
Emma,2,32.93,1,Classics
"Eat, Pray, Love",3,51.32,1,Nonfiction
Choosing Our Religion: The Spiritual Lives of America's Nones,4,28.42,1,Religion
